Id,school_raw,school_short,purpose,차수,n_samples,length_m,sinuosity,slope_mean,slope_max,slope_pct_over_5deg,slope_pct_over_10deg,elevation_gain_m,dem_min_m,dem_max_m
8,기성초등학교·길헌분,기성초 및 길헌분교,등교,1,549,5459.645540121472,1.64541319720118,5.0276198387146,34.97925567626953,29.143897996357016,16.39344262295082,119.54432678222656,73.3699722290039,116.02909851074219
1,기성초등학교·길헌분,기성초 및 길헌분교,등교,1,1134,11332.952351863596,2.0472268515463923,7.292385578155518,34.97925567626953,43.03350970017637,27.07231040564374,274.949951171875,69.32726287841797,150.9423370361328
2,기성초등학교·길헌분,기성초 및 길헌분교,등교,1,224,2238.0640391219713,1.2375552673101227,12.698494911193848,27.086584091186523,91.96428571428571,59.375,54.26885223388672,126.83870697021484,150.92730712890625
3,기성초등학교·길헌분,기성초 및 길헌분교,등교,1,148,1479.9728709143926,1.1954525860346255,13.776192665100098,33.645545959472656,68.24324324324324,56.08108108108109,25.073097229003906,88.84166717529297,135.71885681152344
4,기성초등학교·길헌분,기성초 및 길헌분교,등교,1,181,1804.4689493719327,2.1545910161478474,4.950007438659668,17.762720108032227,39.226519337016576,11.049723756906078,22.405792236328125,80.36840057373047,96.79898834228516
5,기성초등학교·길헌분,기성초 및 길헌분교,등교,1,169,1685.2872004576973,1.1195465390710924,4.411531925201416,16.831693649291992,36.09467455621302,11.834319526627219,5.2491607666015625,72.3311767578125,96.83464050292969
6,기성초등학교·길헌분,기성초 및 길헌분교,등교,1,34,332.1555296928739,1.3528084836129022,1.093916654586792,2.7047126293182373,0.0,0.0,2.6482467651367188,71.50738525390625,73.81163024902344
7,기성초등학교·길헌분,기성초 및 길헌분교,등교,1,104,1033.6029970128516,1.356003171027024,2.9037768840789795,11.088663101196289,9.615384615384617,0.9615384615384616,9.029510498046875,69.19178009033203,79.57465362548828
9,기성초등학교·길헌분,기성초 및 길헌분교,등교,2,392,3916.352144617588,1.1880247702151658,5.801316738128662,38.92793273925781,34.183673469387756,17.346938775510203,84.89515686035156,77.18672943115234,115.96391296386719
10,기성초등학교·길헌분,기성초 및 길헌분교,등교,2,158,1578.1180502845682,1.2313943126729308,6.8193135261535645,34.90272903442383,37.34177215189873,22.78481012658228,32.38086700439453,83.3805923461914,100.19730377197266
11,기성초등학교·길헌분,기성초 및 길헌분교,등교,2,36,356.25135935221175,1.125239877580752,2.5160152912139893,4.453326225280762,0.0,0.0,1.4886245727539062,92.4181900024414,100.33768463134766
12,기성초등학교·길헌분,기성초 및 길헌분교,등교,2,42,412.3174000652716,1.4743478153246394,3.14113187789917,6.436195373535156,7.142857142857142,0.0,9.782005310058594,91.14584350585938,98.13086700439453
13,기성초등학교·길헌분,기성초 및 길헌분교,등교,2,272,2714.25614641736,1.25013470521733,4.745604515075684,24.428712844848633,27.941176470588236,11.76470588235294,53.22615051269531,77.22598266601562,115.97392272949219
1,기성초등학교·길헌분,기성초 및 길헌분교,하교,3,404,4039.3691664515823,1.7313324321153778,6.420917987823486,30.870634078979492,28.217821782178216,18.564356435643564,94.18907928466797,69.19178009033203,135.30894470214844
2,기성초등학교·길헌분,기성초 및 길헌분교,하교,3,638,6378.682823870318,1.5135581477063622,7.28156852722168,34.8313102722168,42.476489028213166,25.705329153605017,97.24913024902344,60.180870056152344,135.82192993164062
3,기성초등학교·길헌분,기성초 및 길헌분교,하교,3,392,3910.8007913025663,1.9185307637146611,6.352148056030273,25.843557357788086,42.3469387755102,20.66326530612245,85.05599212646484,60.160011291503906,95.9642333984375
5,기성초등학교·길헌분,기성초 및 길헌분교,하교,3,41,403.8908418771825,1.4874265308483547,3.2297215461730957,6.069526195526123,9.75609756097561,0.0,7.2994384765625,90.9747085571289,98.0320053100586
6,기성초등학교·길헌분,기성초 및 길헌분교,하교,3,274,2730.049988474437,1.152775244288541,4.730648517608643,26.588178634643555,26.277372262773724,12.773722627737227,52.087196350097656,77.18672943115234,115.96391296386719
1,기성초등학교·길헌분,기성초 및 길헌분교,하교,4,272,2714.1881852326055,1.2501034035895224,4.808872699737549,26.588178634643555,26.838235294117645,12.5,68.13619232177734,77.18672943115234,115.96391296386719
2,기성초등학교·길헌분,기성초 및 길헌분교,하교,4,347,3465.978926317906,1.3388488794651232,4.4002604484558105,24.428712844848633,24.207492795389047,9.510086455331413,60.60151672363281,69.19178009033203,115.97392272949219
3,기성초등학교·길헌분,기성초 및 길헌분교,하교,4,124,1232.1708838281966,2.949317799441243,2.9334020614624023,11.855283737182617,7.258064516129033,0.8064516129032258,15.8310546875,69.32726287841797,79.57465362548828
4,기성초등학교·길헌분,기성초 및 길헌분교,하교,4,404,4039.3691664515823,1.7313324321153778,6.420917987823486,30.870634078979492,28.217821782178216,18.564356435643564,94.18907928466797,69.19178009033203,135.30894470214844
5,기성초등학교·길헌분,기성초 및 길헌분교,하교,4,281,2807.1905911884915,1.1515879880388211,7.91684627532959,34.8313102722168,36.654804270462634,26.690391459074732,81.36531829833984,75.64868927001953,135.705322265625
6,기성초등학교·길헌분,기성초 및 길헌분교,하교,4,350,3490.4694915906853,1.9438750345492926,6.52393913269043,25.843557357788086,43.142857142857146,22.57142857142857,71.2926025390625,60.160011291503906,95.9642333984375
7,기성초등학교·길헌분,기성초 및 길헌분교,하교,4,617,6160.3533276101425,1.5214782520503023,5.9211602210998535,26.588178634643555,37.439222042139384,18.638573743922205,125.98455810546875,60.160011291503906,115.96391296386719
8,기성초등학교·길헌분,기성초 및 길헌분교,하교,3,274,2730.049988474437,1.152775244288541,4.730648517608643,26.588178634643555,26.277372262773724,12.773722627737227,52.087196350097656,77.18672943115234,115.96391296386719
1,남선초등학교,남선초,등교,1,1029,10285.907198071603,1.3721883697926696,3.1737639904022217,16.971569061279297,20.796890184645285,0.9718172983479106,151.85433959960938,65.72605895996094,136.94505310058594
2,남선초등학교,남선초,등교,1,44,437.0896397277231,1.0107162890797654,5.714748859405518,14.31480884552002,45.45454545454545,36.36363636363637,5.347297668457031,106.29501342773438,109.94712829589844
3,남선초등학교,남선초,등교,1,59,1848.1025721507697,4.17554824126203,2.6503052711486816,10.212211608886719,22.033898305084744,1.694915254237288,4.912261962890625,108.71197509765625,112.64212036132812
6,남선초등학교,남선초,등교,1,156,3387.846708340687,5.255831619178909,2.1410179138183594,12.518762588500977,5.769230769230769,1.282051282051282,19.798583984375,92.23301696777344,101.82463073730469
7,남선초등학교,남선초,등교,1,116,1158.394507799608,1.506330399588107,1.7458440065383911,6.31033182144165,2.586206896551724,0.0,13.896560668945312,99.72125244140625,109.43367767333984
8,남선초등학교,남선초,등교,1,109,1087.1398985706467,1.2626149314591772,8.596269607543945,20.118478775024414,61.46788990825688,44.95412844036697,55.06782531738281,109.43367767333984,158.5673370361328
1,남선초등학교,남선초,하교,2,109,1087.1398985706467,1.2626149314591772,8.596269607543945,20.118478775024414,61.46788990825688,44.95412844036697,55.06782531738281,109.43367767333984,158.5673370361328
2,남선초등학교,남선초,하교,2,226,2259.9291800453357,1.418781777502298,2.919811248779297,15.368375778198242,13.274336283185843,5.3097345132743365,18.9111328125,101.51195526123047,109.94712829589844
3,남선초등학교,남선초,하교,2,59,1847.6526410395575,4.174531680228881,2.611558198928833,10.212211608886719,20.33898305084746,1.694915254237288,4.9150238037109375,108.71197509765625,112.64212036132812
6,남선초등학교,남선초,하교,2,689,8714.771503174341,1.3215356106495029,3.732875347137451,19.17328453063965,30.043541364296082,1.741654571843251,97.94656372070312,75.35286712646484,136.98719787597656
1,남선초등학교,남선초,등교,3,111,1109.2954030576989,1.5336943337678026,1.5736197233200073,10.90024185180664,3.6036036036036037,1.8018018018018018,10.568130493164062,58.698665618896484,66.93732452392578
2,남선초등학교,남선초,등교,3,41,409.6952213925393,1.2836395761995343,0.9724817872047424,2.8519930839538574,0.0,0.0,3.7735061645507812,66.91544342041016,70.53944396972656
3,남선초등학교,남선초,등교,3,71,702.4274134860807,1.3968633978742608,2.2970049381256104,6.107440948486328,4.225352112676056,0.0,6.290809631347656,69.81676483154297,75.47769927978516
4,남선초등학교,남선초,등교,3,45,449.02681210981996,1.1437637575635378,4.4887213706970215,6.8262505531311035,42.22222222222222,0.0,6.877388000488281,70.08012390136719,74.86344909667969
5,남선초등학교,남선초,등교,3,853,8525.848424273676,2.1046907711629568,4.756107807159424,28.680042266845703,34.81828839390387,8.792497069167643,159.21180725097656,74.86344909667969,136.98719787597656
6,남선초등학교,남선초,등교,3,412,4117.541675444168,1.2801507971793882,5.358957767486572,21.812490463256836,41.74757281553398,13.592233009708737,110.99472045898438,114.11089324951172,207.53411865234375
7,남선초등학교,남선초,등교,3,308,3078.533136387377,1.2756335814798418,5.889020919799805,23.880863189697266,44.48051948051948,16.233766233766232,59.8394775390625,155.42758178710938,212.61917114257812
8,남선초등학교,남선초,등교,3,80,797.6655683740632,1.493325725008756,6.544549465179443,15.01071834564209,66.25,17.5,16.326751708984375,144.4248809814453,158.5673370361328
1,남선초등학교,남선초,하교,4,80,797.6655683740632,1.493325725008756,6.544549465179443,15.01071834564209,66.25,17.5,16.326751708984375,144.4248809814453,158.5673370361328
2,남선초등학교,남선초,하교,4,308,3078.533136387377,1.2756335814798418,5.889020919799805,23.880863189697266,44.48051948051948,16.233766233766232,59.8394775390625,155.42758178710938,212.61917114257812
3,남선초등학교,남선초,하교,4,412,4117.541675444168,1.2801507971793882,5.358957767486572,21.812490463256836,41.74757281553398,13.592233009708737,110.99472045898438,114.11089324951172,207.53411865234375
4,남선초등학교,남선초,하교,4,22,212.40433021479663,1.020957428657589,7.152618408203125,16.24226951599121,40.909090909090914,27.27272727272727,3.6241226196289062,114.11141967773438,117.2842788696289
5,남선초등학교,남선초,하교,4,832,8311.43061568933,1.993029708658039,4.650603771209717,28.42782974243164,33.293269230769226,8.173076923076923,115.07624053955078,75.09036254882812,136.94505310058594
6,남선초등학교,남선초,하교,4,20,198.7757512705043,1.323394327132774,3.8147521018981934,6.684049129486084,10.0,0.0,0.91143798828125,72.01693725585938,75.09036254882812
7,남선초등학교,남선초,하교,4,89,883.9092281219548,1.1922263890317824,3.1068308353424072,6.684049129486084,22.47191011235955,0.0,7.452369689941406,69.81704711914062,75.37520599365234
8,남선초등학교,남선초,하교,4,160,1591.4019657853603,1.4803796834296332,1.4432055950164795,10.90024185180664,2.5,1.25,9.491710662841797,58.698665618896484,70.98876190185547
1,세천초등학교,세천초,등교,1,668,6673.975187535608,1.3717372834398094,2.401310443878174,14.672895431518555,8.532934131736528,0.7485029940119761,69.69414520263672,55.90302658081055,138.57008361816406
2,세천초등학교,세천초,등교,1,25,240.40389156080286,1.1520298314019384,2.152474880218506,4.696751117706299,0.0,0.0,1.1288414001464844,55.86227798461914,58.51383590698242
3,세천초등학교,세천초,등교,1,60,598.468592250111,1.58009241465994,1.5501350164413452,8.88200855255127,6.666666666666667,0.0,3.9350128173828125,52.54141616821289,56.42232894897461
4,세천초등학교,세천초,등교,1,55,545.5496276505618,1.278484980619737,1.0178550481796265,1.943190336227417,0.0,0.0,3.6521339416503906,52.904205322265625,55.068336486816406
5,세천초등학교,세천초,등교,1,61,604.4472206305347,1.4617378017481446,1.5069637298583984,4.197251796722412,0.0,0.0,5.401950836181641,54.763519287109375,58.691131591796875
6,세천초등학교,세천초,등교,1,38,375.17075658952103,1.4069038092336357,1.1265814304351807,2.2032058238983154,0.0,0.0,5.365695953369141,57.421875,62.30247116088867
7,세천초등학교,세천초,등교,1,13,122.42532220550785,1.4224800472541796,2.6618247032165527,4.26515007019043,0.0,0.0,1.8730125427246094,62.30247116088867,64.17548370361328
8,세천초등학교,세천초,등교,2,612,6110.195827281142,1.1950263017958223,2.385920524597168,14.672895431518555,8.49673202614379,1.1437908496732025,92.32807922363281,59.443504333496094,138.44375610351562
9,세천초등학교,세천초,등교,2,329,3281.8161546293977,1.1457217556047625,5.7128400802612305,14.68200397491455,54.40729483282675,13.069908814589665,56.27912139892578,80.1900405883789,103.55081176757812
10,세천초등학교,세천초,등교,2,365,3646.825495860441,1.6575626592586736,7.52049446105957,20.46315574645996,64.65753424657534,27.397260273972602,60.22845458984375,76.61902618408203,103.55081176757812
11,세천초등학교,세천초,등교,2,217,2163.5960218012465,1.4156163877385533,7.072513103485107,20.46315574645996,52.53456221198156,30.87557603686636,52.74945831298828,76.61902618408203,111.86299896240234
12,세천초등학교,세천초,등교,2,152,1515.128305548292,1.931457437810053,5.86541748046875,23.70244026184082,38.15789473684211,14.473684210526317,65.05560302734375,111.86299896240234,154.02294921875
13,세천초등학교,세천초,등교,2,349,3485.311806144578,1.2744102070843653,3.2832775115966797,23.400522232055664,16.332378223495702,7.163323782234957,18.821731567382812,73.12773132324219,154.03622436523438
14,세천초등학교,세천초,등교,2,70,695.9713632096617,2.733567091130085,5.505926609039307,17.283231735229492,34.285714285714285,30.0,5.457832336425781,72.84803771972656,87.5093994140625
15,세천초등학교,세천초,등교,2,32,318.90254720230746,1.6920980836008186,4.356358051300049,11.814410209655762,37.5,9.375,6.4582061767578125,73.51406860351562,79.93769073486328
16,세천초등학교,세천초,등교,2,471,4705.460645636632,1.1275612653872094,2.71791410446167,13.008039474487305,11.252653927813164,1.0615711252653928,76.8750228881836,69.96246337890625,138.48541259765625
17,세천초등학교,세천초,하교,1,329,3281.3171949852135,1.1455475627516059,5.688513278961182,14.68200397491455,53.191489361702125,12.462006079027356,55.30254364013672,80.1900405883789,103.55081176757812
18,세천초등학교,세천초,하교,1,365,3645.8332069937874,1.6571116420727867,7.548757076263428,20.834575653076172,64.65753424657534,27.945205479452056,58.16343688964844,76.91461944580078,103.55081176757812
19,세천초등학교,세천초,하교,1,217,2160.8807001539853,1.415780201395633,7.118630409240723,20.46315574645996,52.995391705069125,30.414746543778804,52.60252380371094,76.61902618408203,111.86299896240234
20,세천초등학교,세천초,하교,1,152,1515.4718430987346,1.9318953731020938,5.877959728240967,23.70244026184082,38.81578947368421,14.473684210526317,64.3331527709961,111.86299896240234,154.02294921875
21,세천초등학교,세천초,하교,1,349,3485.5607641095867,1.2745012389889376,3.2850544452667236,23.400522232055664,16.045845272206304,6.876790830945559,18.559280395507812,73.12773132324219,154.03622436523438
