학교급,설립,구,학교명,주소,구분,학생수합계,lon,lat,동,최근접_사업,최근접_거리m,영향권
초,공립,유성구,흥도초등학교,대전광역시 유성구 원신흥남로 20(원신흥동. 흥도초등학교),본교,772,127.3387326,36.3341902,원신흥동,장대B,2620.4728646494145,1.5km 초과
중,공립,대덕구,대전대화중학교,대전광역시 대덕구 대오길 9(오정동. 대화중학교),본교,205,127.4144954,36.3615056,오정동,소라,185.2602633119459,1km 이내
중,공립,대덕구,대전매봉중학교,대전광역시 대덕구 선비마을로 165(송촌동.대전매봉중학교),본교,656,127.4360113,36.3693507,송촌동,법동2,886.722816843345,1km 이내
중,공립,대덕구,대전법동중학교,대전광역시 대덕구 쌍청당로 55(법동),본교,364,127.4333447,36.3667155,법2동,중리주공2,793.8352597904327,1km 이내
중,공립,대덕구,대전송촌중학교,대전광역시 대덕구 계족산로 110(송촌동),본교,739,127.4433377,36.3639866,송촌동,비래동2,767.4488672873946,1km 이내
중,공립,대덕구,대전용전중학교,대전광역시 대덕구 한밭대로1146번길 46. 대전용전중학교 (중리동),본교,271,127.4252389,36.3567180,중리동,오정동1,714.6268573734366,1km 이내
중,공립,대덕구,신탄중앙중학교,대전광역시 대덕구 덕암로 233. 24 (덕암동),본교,265,127.4243139,36.4413849,덕암동,덕암동1,695.6789443909959,1km 이내
중,공립,대덕구,오정중학교,대전광역시 대덕구 한남로150번길 135(오정동. 오정중학교),본교,92,127.4078997,36.3510997,오정동,중촌시영,1100.643372252946,1~1.5km
중,공립,대덕구,중리중학교,대전광역시 대덕구 중리동로 85(중리동. 대전중리중학교),본교,115,127.4274172,36.3665971,중리동,중리주공2,388.9798672888769,1km 이내
중,공립,대덕구,회덕중학교,대전광역시 대덕구 신탄진로218번길 22(와동. 대전회덕중학교),본교,111,127.4256826,36.4009441,회덕동,신대주공,380.32755621643145,1km 이내
중,사립,대덕구,대전경덕중학교,대전광역시 대덕구 동산초교로63번길 12(오정동),본교,227,127.4230613,36.3498310,오정동,오정동1,268.47530423203415,1km 이내
중,사립,대덕구,신탄진중학교,대전광역시 대덕구 석봉로 15. 신탄진중학교 (석봉동),본교,409,127.4225837,36.4475861,석봉동,덕암동1,164.1666809395215,1km 이내
중,공립,동구,대전가양중학교,대전광역시 동구 비래서로62번길 100(가양동. 대전가양중학교),본교,391,127.4486567,36.3508171,가양2동,가양동8,175.85505130674665,1km 이내
중,공립,동구,대전가오중학교,대전광역시 동구 은어송로 79(가오동. 대전가오중학교),본교,531,127.4570942,36.3085690,효동,가오동1,410.77812891423554,1km 이내
중,공립,동구,대전용운중학교,대전광역시 동구 용운로 208(용운동. 용운중학교),본교,405,127.4650305,36.3253321,용운동,판암2,1335.0341885869202,1~1.5km
중,공립,동구,대전은어송중학교,대전광역시 동구 동구청로 26(대성동. 대전은어송중학교),본교,733,127.4609474,36.3004121,산내동,옥계동4,672.6587035178833,1km 이내
중,공립,동구,동대전중학교,대전광역시 동구 충정로 73-6. 동대전중학교(가양동. 동대전중학교),본교,140,127.4559046,36.3451364,가양2동,자양동2,580.4889127451258,1km 이내
중,공립,동구,동신중학교,대전광역시 동구 동부로 56-22(판암동. 동신중학교),본교,71,127.4596430,36.3200355,판암2동,판암2,597.8589983551682,1km 이내
중,공립,동구,충남중학교,대전광역시 동구 계족로 123(신흥동. 충남중학교),본교,792,127.4440635,36.3245875,신인동,신흥동5,476.57980096053404,1km 이내
중,공립,동구,한밭여자중학교,대전광역시 동구 동대전로110번길 74-57. 한밭여자중학교 (대동),본교,372,127.4489263,36.3299454,대동,대동4·8,332.61792186264836,1km 이내
중,공립,동구,한밭중학교,대전광역시 동구 태전로 67(삼성동),본교,74,127.4264779,36.3351481,삼성동,삼성1,141.66157795721816,1km 이내
중,사립,동구,대전대성여자중학교,대전광역시 동구 대성2길 20(가양동),본교,184,127.4416481,36.3368783,가양1동,대전역삼성4,530.0376286142504,1km 이내
중,사립,동구,보문중학교,대전광역시 동구 우암로 57(삼성동. 보문중학교),본교,248,127.4239609,36.3365961,삼성동,삼성1,260.3523218205278,1km 이내
중,사립,동구,우송중학교,대전광역시 동구 동대전로131번길 53(자양동) 우송중학교,본교,189,127.4433667,36.3348585,자양동,대동4·8,412.2240397383376,1km 이내
중,공립,중구,대전글꽃중학교,대전광역시 중구 계룡로918번길 103(문화동. 대전글꽃중학교),본교,890,127.4086577,36.3186225,문화1동,문화동2,55.12856022237091,1km 이내
중,공립,중구,대전대문중학교,대전광역시 중구 송리로 33(문화동. 대전대문중학교),본교,78,127.4007655,36.3079485,문화2동,문화동10,405.79536318293174,1km 이내
중,공립,중구,대전문화여자중학교,대전광역시 중구 문화로218번길 63. 대전문화여자중학교 (문화동),본교,146,127.4101816,36.3129522,문화1동,문화동5,463.807514758419,1km 이내
중,공립,중구,대전여자중학교,대전광역시 중구 보문로230번길 69. 대전여자중학교 (대흥동),본교,469,127.4263304,36.3248732,대흥동,선화1-A,427.9370529478974,1km 이내
중,공립,중구,대전중학교,대전광역시 중구 수도산로 9. 대전중학교 (대흥동. 대전중학교),본교,299,127.4254236,36.3209574,대흥동,대흥2,156.50224253532215,1km 이내
중,공립,중구,대전태평중학교,대전광역시 중구 수침로111번길 12(태평동),본교,532,127.3973928,36.3294894,태평1동,태평동5,172.0889605959229,1km 이내
중,공립,중구,충남여자중학교,대전광역시 중구 동서대로 1368(목동.충남여자중학교),본교,1006,127.4109427,36.3301968,목동,용두동3,332.0430897218435,1km 이내
중,사립,중구,대전대성중학교,대전광역시 중구 목동로 23. (목동.대성중학교),본교,447,127.4074387,36.3325318,목동,용두동2,536.0874809047214,1km 이내
중,사립,중구,대전동산중학교,대전광역시 중구 문화로 183(문화동),본교,267,127.4051186,36.3153785,문화1동,문화동7,132.52145303945818,1km 이내
중,사립,중구,대전신일중학교,대전광역시 중구 부사로32번길 27(부사동.대전신일중학교),본교,300,127.4345299,36.3091404,부사동,부사동5,374.9395848200703,1km 이내
중,사립,중구,대전중앙중학교,대전광역시 중구 대종로 634(중촌동),본교,276,127.4151938,36.3381487,중촌동,삼성3,542.5163270447254,1km 이내
중,사립,중구,동명중학교,대전광역시 중구 사득로54번길 29. 동명중학교 (석교동),본교,119,127.4384320,36.3084918,석교동,문창석교1,488.14384499855055,1km 이내
중,사립,중구,청란여자중학교,대전광역시 중구 보문로95번길 40. 청란여자중학교 (부사동),본교,20,127.4296172,36.3109466,부사동,부사동5,162.94618235034008,1km 이내
중,사립,중구,호수돈여자중학교,대전광역시 중구 선화로 50(용두동.호수돈여자중.고등학교),본교,324,127.4134650,36.3265502,은행선화동,용두동3,132.19486564789923,1km 이내
중,공립,서구,가수원중학교,대전광역시 서구 가수원로 26(가수원동),본교,143,127.3548124,36.2982823,가수원동,정림동1,1587.3379885879285,1.5km 초과
중,공립,서구,갈마중학교,대전광역시 서구 계룡로326번길 138(갈마동.갈마중학교),본교,63,127.3646118,36.3474707,갈마1동,내동2,1853.6956255382609,1.5km 초과
중,공립,서구,기성중학교,대전광역시 서구 장안로 54.(흑석동),본교,29,127.3411563,36.2499908,기성동,정림동1,6847.371381948651,1.5km 초과
중,공립,서구,대전갑천중학교,대전광역시 서구 월평동로 80(월평동. 갑천중학교),본교,731,127.3691739,36.3619688,월평3동,도룡동2,2380.378871949478,1.5km 초과
중,공립,서구,대전관저중학교,대전광역시 서구 관저동로 143(관저동. 관저중학교),본교,828,127.3397644,36.3056354,관저1동,정림동1,2552.1157161971664,1.5km 초과
중,공립,서구,대전괴정중학교,대전광역시 서구 가장로 15(괴정동.대전괴정중학교),본교,555,127.3790856,36.3402017,괴정동,내동2,670.0791248559553,1km 이내
중,공립,서구,대전구봉중학교,대전광역시 서구 관저서로 86(관저동. 대전구봉중학교),본교,687,127.3301551,36.3004178,관저2동,정림동1,3499.914260217283,1.5km 초과
중,공립,서구,대전남선중학교,대전광역시 서구 월평북로 41(월평동. 남선중학교),본교,160,127.3723060,36.3632381,월평2동,도룡동2,2181.065767261776,1.5km 초과
중,공립,서구,대전내동중학교,대전광역시 서구 배재로 263(변동),본교,498,127.3704150,36.3323785,변동,내동1,286.1734927311,1km 이내
중,공립,서구,대전느리울중학교,대전광역시 서구 관저중로64번길 84(관저동),본교,760,127.3395222,36.2973786,관저2동,정림동1,2809.474467733735,1.5km 초과
중,공립,서구,대전도마중학교,대전광역시 서구 도솔2길 22(도마동. 대전도마중학교),본교,174,127.3718715,36.3188315,도마2동,도마·변동16,523.150831913044,1km 이내
중,공립,서구,대전도안중학교,대전광역시 서구 원도안로 160(도안동. 대전도안중학교),본교,941,127.3451717,36.3181204,도안동,도마·변동13,2278.199392631853,1.5km 초과
중,공립,서구,대전둔산중학교,대전광역시 서구 갈마역로25번길 70(갈마동) 대전둔산중학교,본교,541,127.3722520,36.3533151,갈마1동,내동2,2155.9394391363007,1.5km 초과
중,공립,서구,대전둔원중학교,대전광역시 서구 괴정로11번길 73(갈마동. 둔원중학교),본교,576,127.3765274,36.3425045,갈마2동,내동2,910.5492639227373,1km 이내
중,공립,서구,대전만년중학교,대전광역시 서구 만년남로 17(만년동. 대전만년중학교),본교,250,127.3759751,36.3670425,만년동,도룡동2,1728.748060064996,1.5km 초과
중,공립,서구,대전문정중학교,대전광역시 서구 둔산북로 232-11. 대전문정중학교 (둔산동),본교,1215,127.4008621,36.3549761,둔산3동,소라,1408.0253372167886,1~1.5km
중,공립,서구,대전버드내중학교,대전광역시 서구 유등로 285(도마동),본교,771,127.3832698,36.3167368,도마1동,도마·변동6,165.78442257368397,1km 이내
중,공립,서구,대전변동중학교,대전광역시 서구 도산로181번길 39(변동),본교,284,127.3759137,36.3244764,변동,변동B,168.97553563987594,1km 이내
중,공립,서구,대전봉산중학교,대전광역시 서구 배재로262번길 60(변동. 봉산중학교),본교,137,127.3735491,36.3304754,변동,내동1,116.46837387078526,1km 이내
중,공립,서구,대전봉우중학교,대전광역시 서구 관저로 102(관저동. 대전봉우중학교),본교,729,127.3326745,36.2987466,관저2동,정림동1,3331.1598215888653,1.5km 초과
중,공립,서구,대전삼천중학교,대전광역시 서구 문정로 271(둔산동),본교,1108,127.3940265,36.3585826,둔산2동,대화동2,1751.427571366221,1.5km 초과
중,공립,서구,대전서중학교,대전광역시 서구 동서대로997번길 57(괴정동. 대전서중학교),본교,161,127.3740189,36.3357952,괴정동,내동2,341.7083292211696,1km 이내
중,공립,서구,대전신계중학교,대전광역시 서구 복수동로 40-30(복수동),본교,536,127.3774180,36.3019711,복수동,복수동2,912.7246505416817,1km 이내
중,공립,서구,대전월평중학교,대전광역시 서구 월평동로 21(월평동. 월평중학교),본교,197,127.3678135,36.3565812,월평1동,내동2,2613.3628584658977,1.5km 초과
중,공립,서구,대전정림중학교,대전광역시 서구 괴곡길 70(괴곡동),본교,138,127.3609965,36.2935839,정림동,정림동1,1694.726156951183,1.5km 초과
중,공립,서구,대전탄방중학교,대전광역시 서구 문정로 181(둔산동),본교,1217,127.3943685,36.3503830,둔산1동,용문동4,1083.059033244508,1~1.5km
중,사립,서구,대전대신중학교,대전광역시 서구 오량1길 98. 대전대신중학교 (복수동. 대전대신중·고등학교),본교,438,127.3810682,36.3092541,복수동,도마·변동9,304.13622540537955,1km 이내
중,사립,서구,대전삼육중학교,대전광역시 서구 도림1길 15(도마동),본교,163,127.3727877,36.3115181,도마2동,도마·변동12,256.30496783049057,1km 이내
중,사립,서구,동방여자중학교,대전광역시 서구 복수중로 27(복수동.동방여자중학교),본교,297,127.3744993,36.3063449,복수동,복수동2,445.32348665173583,1km 이내
중,공립,유성구,대덕중학교,대전광역시 유성구 대덕대로 515(가정동),본교,529,127.3771598,36.3791884,신성동,도룡동2,387.65565732772797,1km 이내
중,공립,유성구,대전관평중학교,대전광역시 유성구 테크노4로 132. 대전 관평중학교 (관평동.관평중학교),본교,796,127.3876376,36.4245116,관평동,덕암동1,3887.8544108313704,1.5km 초과
중,공립,유성구,대전노은중학교,대전광역시 유성구 노은동로 104(노은동. 노은중학교),본교,803,127.3243216,36.3699880,노은1동,장대A,1355.7067960111406,1~1.5km
중,공립,유성구,대전덕명중학교,대전광역시 유성구 학하중앙로 61. 대전덕명중학교 (덕명동. 대전덕명중학교),본교,494,127.3027397,36.3458099,학하동,장대A,3076.041219256814,1.5km 초과
중,공립,유성구,대전동화중학교,대전광역시 유성구 관평2로 43(관평동),본교,660,127.3895368,36.4226468,관평동,신대주공,3842.467419944969,1.5km 초과
중,공립,유성구,대전두리중학교,대전광역시 유성구 와룡로 37(송강동),본교,468,127.3820834,36.4288090,구즉동,덕암동1,4022.162041198942,1.5km 초과
중,공립,유성구,대전둔곡중학교,대전광역시 유성구 과학인재4길 10(둔곡동),본교,79,127.3646634,36.4534382,구즉동,덕암동1,5089.064042468478,1.5km 초과
중,공립,유성구,대전문지중학교,대전광역시 유성구 전민로 53(전민동.  문지중학교),본교,190,127.3990807,36.3968298,전민동,신대주공,2054.4785756734564,1.5km 초과
중,공립,유성구,대전봉명중학교,대전광역시 유성구 계룡로132번길 71(봉명동. 대전봉명중학교),본교,642,127.3446292,36.3496520,원신흥동,장대C,1153.0263559589227,1~1.5km
중,공립,유성구,대전새미래중학교,대전광역시 유성구 지족동로 55(지족동),본교,406,127.3050716,36.3792504,노은3동,장대A,3276.9454450817216,1.5km 초과
중,공립,유성구,대전송강중학교,대전광역시 유성구 와룡로 122(송강동. 송강중학교),본교,292,127.3816676,36.4376479,구즉동,덕암동1,3665.8392519887975,1.5km 초과
중,공립,유성구,대전어은중학교,대전광역시 유성구 농대로 56(어은동.대전어은중학교),본교,505,127.3528190,36.3656666,온천2동,장대C,1656.0351513929327,1.5km 초과
중,공립,유성구,대전외삼중학교,대전광역시 유성구 반석동로 75(반석동. 외삼중학교),본교,827,127.3101903,36.3940423,노은3동,장대A,4302.568222951346,1.5km 초과
중,공립,유성구,대전원신흥중학교,대전광역시 유성구 동서대로735번길 20(원신흥동),본교,1010,127.3453455,36.3332893,원신흥동,도마동1,2507.281091345645,1.5km 초과
중,공립,유성구,대전자운중학교,대전광역시 유성구 자운로97번길 356(신봉동. 자운중학교),본교,98,127.3382419,36.4118922,신성동,도룡동2,4714.861283052451,1.5km 초과
중,공립,유성구,대전장대중학교,대전광역시 유성구 문화원로 26(장대동.대전장대중학교),본교,230,127.3387996,36.3605249,온천2동,장대C,323.9820312826534,1km 이내
중,공립,유성구,대전전민중학교,대전광역시 유성구 엑스포로466번길 97(전민동.전민중학교),본교,638,127.4055557,36.4014675,전민동,신대주공,1460.3938831309836,1~1.5km
중,공립,유성구,대전지족중학교,대전광역시 유성구 노은동로 193(지족동),본교,520,127.3210215,36.3778461,노은2동,장대A,2260.591015397695,1.5km 초과
중,공립,유성구,대전체육중학교,대전광역시 유성구 원신흥로40번길 6(원신흥동. 대전체육중고등학교),본교,135,127.3423687,36.3362651,원신흥동,장대B,2447.7263962735724,1.5km 초과
중,공립,유성구,대전하기중학교,대전광역시 유성구 송림로48번길 6-30. 대전하기중학교 (하기동. 대전하기중학교),본교,494,127.3223229,36.3858474,노은2동,장대A,3041.44248600992,1.5km 초과
중,공립,유성구,유성중학교,대전광역시 유성구 상대로 33(상대동. 유성중학교),본교,892,127.3347128,36.3458300,상대동,장대B,1321.3870404419242,1~1.5km
중,공립,유성구,진잠중학교,대전광역시 유성구 진잠로 60-23(원내동. 진잠중학교),본교,209,127.3184051,36.2969898,진잠동,정림동1,4616.091626470098,1.5km 초과
중,사립,유성구,성덕중학교,대전광역시 유성구 신성로 19(신성동. 성덕중학교),본교,257,127.3448873,36.3866583,신성동,도룡동2,2858.9157444729126,1.5km 초과
