학교급,설립,구,학교명,주소,구분,학생수합계,lon,lat,동,slope_point,slope_300m_mean,slope_300m_max,운영상태,도심거리_km,학교밀도_2km,y_운영12
초,공립,유성구,대전두리초등학교,대전광역시 유성구 와룡로 37(송강동) 대전두리초등학교,본교,491,127.3820834,36.428809,구즉동,1.7727142572402954,7.353936195373535,36.25630569458008,미운영,8.699983157708084,6,0
초,공립,유성구,대전둔곡초등학교,대전광역시 유성구 과학인재4길 10(둔곡동),본교,428,127.3646634,36.4534382,구즉동,4.273687839508057,9.12816047668457,33.54182052612305,미운영,11.566810431900603,0,0
초,공립,유성구,대전반석초등학교,대전광역시 유성구 반석동로 30(반석동.대전반석초등학교),본교,1030,127.3131023,36.3899585,노은3동,0.721157431602478,2.1711618900299072,31.77686882019043,미운영,7.763631740853012,6,0
초,공립,유성구,대전배울초등학교,대전광역시 유성구 배울2로 8(관평동. 대전배울초등학교),본교,568,127.3841009,36.4218889,관평동,4.4576826095581055,4.620335578918457,25.83453941345215,미운영,7.929767938416185,5,0
초,공립,유성구,대전복용초등학교,대전광역시 유성구 상대복용로65번길 36(복용동),본교,802,127.3276981,36.3350119,상대동,0.8056864738464355,1.9595340490341189,13.358811378479004,미운영,5.375382029268159,6,0
초,공립,유성구,대전봉명초등학교,대전광역시 유성구 계룡로132번길 62(봉명동),본교,684,127.3434709,36.3496096,원신흥동,0.2403172701597213,1.250877022743225,10.206466674804688,미운영,3.6824967760006166,10,0
초,공립,유성구,대전상대초등학교,대전광역시 유성구 월드컵대로 322(상대동. 상대초등학교),본교,634,127.3365151,36.3474262,상대동,0.9527225494384766,2.5839431285858154,22.386308670043945,미운영,4.3182593165653245,8,0
초,공립,유성구,대전상원초등학교,대전광역시 유성구 상대서로 46. 대전상원초등학교 (상대동),본교,746,127.3333047,36.3424244,상대동,0.870956301689148,4.4676833152771,31.05011558532715,미운영,4.678262752267067,6,0
초,공립,유성구,대전상지초등학교,대전광역시 유성구 노은동로 165(지족동.대전상지초등학교),본교,466,127.322113,36.3753649,노은1동,1.332440972328186,4.06179141998291,29.53585624694824,미운영,6.2445023651686276,9,0
초,공립,유성구,대전새미래초등학교,대전광역시 유성구 지족로 168(지족동. 대전새미래초등학교),본교,948,127.3031653,36.3792934,노은3동,0.6654534339904785,8.26464557647705,39.07069778442383,미운영,7.969434017589564,7,0
초,공립,유성구,대전송강초등학교,대전광역시 유성구 송강로42번길 6. 대전송강초등학교 (송강동),본교,289,127.384204,36.4342453,구즉동,1.945941686630249,1.863849401473999,38.2086067199707,미운영,9.300330470118494,6,0
초,공립,유성구,대전송림초등학교,대전광역시 유성구 노은로410번길 123-14(하기동),본교,184,127.3323062,36.3888958,노은2동,1.2345550060272217,6.71697473526001,30.803598403930664,미운영,6.336778897608197,5,0
초,공립,유성구,대전수정초등학교,대전광역시 유성구 노은서로 62(노은동. 대전수정초등학교),본교,146,127.3134568,36.3661138,노은1동,2.480414628982544,7.606689453125,37.89643478393555,미운영,6.607907180059877,6,0
초,공립,유성구,대전어은초등학교,대전광역시 유성구 농대로 46(어은동),본교,510,127.3536946,36.3648963,온천2동,0.1451518386602401,2.994069099426269,33.870391845703125,미운영,3.1975413973689473,11,0
초,공립,유성구,대전용산초등학교,대전광역시 유성구 배울2로 101(용산동),본교,1126,127.3950763,36.4201335,관평동,0.4786765575408935,2.285569190979004,15.960025787353516,미운영,7.792917839999573,5,0
초,공립,유성구,대전원신흥초등학교,대전광역시 유성구 원신흥로55번길 37(원신흥동. 대전원신흥초등학교),본교,243,127.3425185,36.3409794,원신흥동,0.5068953633308411,1.8223856687545776,14.744966506958008,미운영,3.909358644423484,6,0
초,공립,유성구,대전원신흥초등학교복용분교장,대전광역시 유성구 유성대로 600(상대동),분교장,669,127.3303713,36.346743,상대동,4.51812219619751,4.815344333648682,27.81425094604492,운영,4.87385140665279,8,1
초,공립,유성구,대전자운초등학교,대전광역시 유성구 자운로97번길 380(신봉동.자운초등학교),본교,357,127.3387617,36.4123998,신성동,0.6970226168632507,4.070468902587891,34.45736312866211,미운영,8.007764161602424,0,0
초,공립,유성구,대전장대초등학교,대전광역시 유성구 문화원로19번길 16(장대동),본교,315,127.3395598,36.3615475,온천2동,0.0687574669718742,2.306817054748535,30.431331634521484,미운영,4.217415439723759,9,0
초,공립,유성구,대전전민초등학교,대전광역시 유성구 엑스포로466번길 42(전민동.대전전민초등학교),본교,985,127.4069267,36.3985633,전민동,0.3908177316188812,1.1795941591262815,10.365192413330078,미운영,5.708551587101336,2,0
초,공립,유성구,대전죽동초등학교,대전광역시 유성구 죽동로 52(죽동) 죽동초등학교,본교,818,127.3356513,36.370421,온천2동,2.5069713592529297,3.8038082122802734,27.775903701782227,미운영,4.913057412754529,7,0
초,공립,유성구,대전지족초등학교,대전광역시 유성구 노은서로 238(지족동),본교,426,127.3172754,36.3805555,노은2동,1.2230589389801023,5.577076435089111,33.7384147644043,미운영,6.896231805950882,9,0
초,공립,유성구,대전하기초등학교,대전광역시 유성구 송림로19번길 32(하기동)대전하기초등학교,본교,348,127.3215859,36.388574,노은2동,1.6308673620224,5.940122127532959,34.26889419555664,미운영,7.055588922196812,6,0
초,공립,유성구,덕송초등학교,대전광역시 유성구 현충원로 265(덕명동),본교,157,127.3019117,36.3611802,학하동,1.4187307357788086,8.971661567687988,45.719024658203125,미운영,7.5057877954775165,3,0
초,공립,유성구,문지초등학교,대전광역시 유성구 전민로 41(문지동),본교,339,127.3994116,36.395831,전민동,8.01620864868164,6.885412216186523,29.36379051208496,미운영,5.213781170555941,2,0
초,공립,유성구,봉암초등학교,대전광역시 유성구 궁동로 21(궁동. 봉암초등학교),본교,37,127.3476616,36.3640974,온천2동,2.70648455619812,6.478299617767334,35.867164611816406,미운영,3.637612558614091,7,0
초,공립,유성구,외삼초등학교,대전광역시 유성구 반석동로 63(반석동.외삼초등학교),본교,580,127.3105126,36.3928996,노은3동,0.7769644856452942,2.574988603591919,24.29185676574707,미운영,8.140725443478614,4,0
초,공립,유성구,유성초등학교,대전광역시 유성구 장대로71번길 12(장대동. 유성초등학교),본교,108,127.3337025,36.3624162,온천2동,8.987472534179688,4.037842750549316,30.88945960998535,미운영,4.748475213311464,10,0
초,공립,유성구,진잠초등학교,대전광역시 유성구 진잠로59번길 53. 진잠초등학교 (원내동. 진잠초등학교),본교,287,127.3151578,36.2991072,진잠동,1.462410569190979,5.0120463371276855,23.525026321411133,운영,8.43250625981298,5,1
초,공립,유성구,학하초등학교,대전광역시 유성구 진잠옛로 165. 학하초등학교 (학하동),본교,156,127.3122319,36.3343471,학하동,0.6539322733879089,1.753861665725708,12.604581832885742,미운영,6.725105671779975,2,0
초,공립,유성구,흥도초등학교,대전광역시 유성구 원신흥남로 20(원신흥동. 흥도초등학교),본교,772,127.3387326,36.3341902,원신흥동,0.2386097311973571,1.4386719465255735,24.59845733642578,예정,4.483348916262306,8,0
중,공립,대덕구,대전대화중학교,대전광역시 대덕구 대오길 9(오정동. 대화중학교),본교,205,127.4144954,36.3615056,오정동,7.70399808883667,8.756675720214844,52.37895965576172,미운영,2.9597452560003763,7,0
중,공립,대덕구,대전매봉중학교,대전광역시 대덕구 선비마을로 165(송촌동.대전매봉중학교),본교,656,127.4360113,36.3693507,송촌동,3.5568861961364746,7.964955806732178,44.10379409790039,미운영,5.077006366606007,4,0
중,공립,대덕구,대전법동중학교,대전광역시 대덕구 쌍청당로 55(법동),본교,364,127.4333447,36.3667155,법2동,1.5314149856567385,3.037421464920044,23.453453063964844,미운영,4.741226736163623,5,0
중,공립,대덕구,대전송촌중학교,대전광역시 대덕구 계족산로 110(송촌동),본교,739,127.4433377,36.3639866,송촌동,2.9564731121063232,4.743870735168457,31.147436141967773,미운영,5.489795303401708,5,0
중,공립,대덕구,대전용전중학교,대전광역시 대덕구 한밭대로1146번길 46. 대전용전중학교 (중리동),본교,271,127.4252389,36.356718,중리동,2.139672040939331,5.193670272827148,38.475135803222656,미운영,3.7218185112342335,7,0
중,공립,대덕구,신탄중앙중학교,대전광역시 대덕구 덕암로 233. 24 (덕암동),본교,265,127.4243139,36.4413849,덕암동,1.2917522192001345,2.712388515472412,16.04148292541504,미운영,10.705153905860072,1,0
중,공립,대덕구,오정중학교,대전광역시 대덕구 한남로150번길 135(오정동. 오정중학교),본교,92,127.4078997,36.3510997,오정동,1.1026679277420044,1.754150629043579,16.621292114257812,미운영,2.101017155648178,7,0
중,공립,대덕구,중리중학교,대전광역시 대덕구 중리동로 85(중리동. 대전중리중학교),본교,115,127.4274172,36.3665971,중리동,1.2033323049545288,3.4734349250793457,32.50436019897461,미운영,4.248967298715944,6,0
중,공립,대덕구,회덕중학교,대전광역시 대덕구 신탄진로218번길 22(와동. 대전회덕중학교),본교,111,127.4256826,36.4009441,회덕동,0.421055406332016,7.892746925354004,43.18008804321289,미운영,6.714003382245605,1,0
중,사립,대덕구,대전경덕중학교,대전광역시 대덕구 동산초교로63번길 12(오정동),본교,227,127.4230613,36.349831,오정동,5.951884269714356,4.74751091003418,32.33957290649414,미운영,3.4605901059336563,7,0
중,사립,대덕구,신탄진중학교,대전광역시 대덕구 석봉로 15. 신탄진중학교 (석봉동),본교,409,127.4225837,36.4475861,석봉동,0.8792855143547058,3.261204242706299,25.09095764160156,미운영,11.308081337430526,1,0
중,공립,동구,대전가양중학교,대전광역시 동구 비래서로62번길 100(가양동. 대전가양중학교),본교,391,127.4486567,36.3508171,가양2동,1.7118463516235352,3.760786533355713,18.55837821960449,미운영,5.756777766797291,4,0
중,공립,동구,대전가오중학교,대전광역시 동구 은어송로 79(가오동. 대전가오중학교),본교,531,127.4570942,36.308569,효동,0.1319555342197418,2.815218448638916,30.866294860839844,미운영,7.998728806958115,4,0
중,공립,동구,대전용운중학교,대전광역시 동구 용운로 208(용운동. 용운중학교),본교,405,127.4650305,36.3253321,용운동,4.525528907775879,13.347816467285156,42.849388122558594,미운영,7.743394964067091,4,0
중,공립,동구,대전은어송중학교,대전광역시 동구 동구청로 26(대성동. 대전은어송중학교),본교,733,127.4609474,36.3004121,산내동,3.0072576999664307,10.599570274353027,41.86818313598633,미운영,8.821865738495246,1,0
중,공립,동구,동대전중학교,대전광역시 동구 충정로 73-6. 동대전중학교(가양동. 동대전중학교),본교,140,127.4559046,36.3451364,가양2동,7.936209201812744,12.63136863708496,37.055301666259766,미운영,6.433703026043469,4,0
중,공립,동구,동신중학교,대전광역시 동구 동부로 56-22(판암동. 동신중학교),본교,71,127.459643,36.3200355,판암2동,3.9811699390411377,6.80723237991333,24.134769439697266,미운영,7.537978494469053,4,0
중,공립,동구,충남중학교,대전광역시 동구 계족로 123(신흥동. 충남중학교),본교,792,127.4440635,36.3245875,신인동,4.722471714019775,3.915233850479126,30.38604164123535,미운영,6.063861898264589,11,0
중,공립,동구,한밭여자중학교,대전광역시 동구 동대전로110번길 74-57. 한밭여자중학교 (대동),본교,372,127.4489263,36.3299454,대동,2.397435188293457,8.407718658447266,33.68292617797852,미운영,6.2107985988177585,6,0
중,공립,동구,한밭중학교,대전광역시 동구 태전로 67(삼성동),본교,74,127.4264779,36.3351481,삼성동,0.7091956734657288,1.5619187355041504,14.984895706176758,미운영,4.129384330078463,11,0
중,사립,동구,대전대성여자중학교,대전광역시 동구 대성2길 20(가양동),본교,184,127.4416481,36.3368783,가양1동,1.883991360664368,4.600063323974609,29.943750381469727,미운영,5.34301764557994,8,0
중,사립,동구,보문중학교,대전광역시 동구 우암로 57(삼성동. 보문중학교),본교,248,127.4239609,36.3365961,삼성동,0.148427814245224,2.2208101749420166,15.509432792663574,미운영,3.8578901405547894,10,0
중,사립,동구,우송중학교,대전광역시 동구 동대전로131번길 53(자양동) 우송중학교,본교,189,127.4433667,36.3348585,자양동,2.3777060508728027,4.374329090118408,29.943750381469727,미운영,5.5566448237003,8,0
중,공립,중구,대전글꽃중학교,대전광역시 중구 계룡로918번길 103(문화동. 대전글꽃중학교),본교,890,127.4086577,36.3186225,문화1동,1.1848442554473877,1.4332317113876345,7.59208869934082,미운영,4.138184529639134,9,0
중,공립,중구,대전대문중학교,대전광역시 중구 송리로 33(문화동. 대전대문중학교),본교,78,127.4007655,36.3079485,문화2동,2.916538715362549,4.053792476654053,33.508331298828125,미운영,4.929865009350354,5,0
중,공립,중구,대전문화여자중학교,대전광역시 중구 문화로218번길 63. 대전문화여자중학교 (문화동),본교,146,127.4101816,36.3129522,문화1동,1.0506948232650757,3.954292058944702,26.461545944213867,미운영,4.75038050824947,8,0
중,공립,중구,대전여자중학교,대전광역시 중구 보문로230번길 69. 대전여자중학교 (대흥동),본교,469,127.4263304,36.3248732,대흥동,3.154733419418335,1.303690791130066,28.012361526489254,미운영,4.702045594817758,14,0
중,공립,중구,대전중학교,대전광역시 중구 수도산로 9. 대전중학교 (대흥동. 대전중학교),본교,299,127.4254236,36.3209574,대흥동,0.6954404711723328,2.8274810314178467,28.012361526489254,미운영,4.914657423539513,12,0
중,공립,중구,대전태평중학교,대전광역시 중구 수침로111번길 12(태평동),본교,532,127.3973928,36.3294894,태평1동,0.7239118218421936,1.5521289110183716,18.871362686157227,미운영,2.591980971928304,7,0
중,공립,중구,충남여자중학교,대전광역시 중구 동서대로 1368(목동.충남여자중학교),본교,1006,127.4109427,36.3301968,목동,0.8237683773040771,4.745916843414307,28.200761795043945,미운영,3.2638540043264386,11,0
중,사립,중구,대전대성중학교,대전광역시 중구 목동로 23. (목동.대성중학교),본교,447,127.4074387,36.3325318,목동,16.508037567138672,6.389558792114258,39.337345123291016,미운영,2.8575228642948285,9,0
중,사립,중구,대전동산중학교,대전광역시 중구 문화로 183(문화동),본교,267,127.4051186,36.3153785,문화1동,2.041020631790161,2.8308444023132324,22.633901596069336,미운영,4.302844855646455,9,0
중,사립,중구,대전신일중학교,대전광역시 중구 부사로32번길 27(부사동.대전신일중학교),본교,300,127.4345299,36.3091404,부사동,9.882126808166504,12.414152145385742,45.239864349365234,미운영,6.411472916909783,5,0
중,사립,중구,대전중앙중학교,대전광역시 중구 대종로 634(중촌동),본교,276,127.4151938,36.3381487,중촌동,0.3505224585533142,1.9512465000152588,15.988585472106934,미운영,3.071284518352884,9,0
중,사립,중구,동명중학교,대전광역시 중구 사득로54번길 29. 동명중학교 (석교동),본교,119,127.438432,36.3084918,석교동,18.95668601989746,9.414133071899414,36.463600158691406,미운영,6.711081789969591,5,0
중,사립,중구,청란여자중학교,대전광역시 중구 보문로95번길 40. 청란여자중학교 (부사동),본교,20,127.4296172,36.3109466,부사동,5.230008125305176,12.46269416809082,41.09659576416016,미운영,5.962191040227596,6,0
중,사립,중구,호수돈여자중학교,대전광역시 중구 선화로 50(용두동.호수돈여자중.고등학교),본교,324,127.413465,36.3265502,은행선화동,1.453172206878662,5.378050804138184,33.76036071777344,미운영,3.708771348097387,11,0
중,공립,서구,가수원중학교,대전광역시 서구 가수원로 26(가수원동),본교,143,127.3548124,36.2982823,가수원동,2.293906688690185,4.568653583526611,26.611448287963867,미운영,6.365513057621922,5,0
중,공립,서구,갈마중학교,대전광역시 서구 계룡로326번길 138(갈마동.갈마중학교),본교,63,127.3646118,36.3474707,갈마1동,3.2190587520599365,9.396450996398926,41.7295036315918,미운영,1.8138882309010576,9,0
중,공립,서구,기성중학교,대전광역시 서구 장안로 54.(흑석동),본교,29,127.3411563,36.2499908,기성동,1.5929237604141235,4.331879138946533,32.475616455078125,미운영,11.797752118102524,0,0
중,공립,서구,대전갑천중학교,대전광역시 서구 월평동로 80(월평동. 갑천중학교),본교,731,127.3691739,36.3619688,월평3동,1.1329233646392822,1.2351864576339722,17.90420150756836,미운영,1.8808208668481823,6,0
중,공립,서구,대전관저중학교,대전광역시 서구 관저동로 143(관저동. 관저중학교),본교,828,127.3397644,36.3056354,관저1동,2.136491060256958,2.2257192134857178,19.701221466064453,미운영,6.385608625280512,5,0
중,공립,서구,대전괴정중학교,대전광역시 서구 가장로 15(괴정동.대전괴정중학교),본교,555,127.3790856,36.3402017,괴정동,0.1379113048315048,2.880179643630981,18.72347068786621,미운영,1.2311303942918768,8,0
중,공립,서구,대전구봉중학교,대전광역시 서구 관저서로 86(관저동. 대전구봉중학교),본교,687,127.3301551,36.3004178,관저2동,2.502328395843506,2.746614456176758,17.933725357055664,미운영,7.384409032700584,4,0
중,공립,서구,대전남선중학교,대전광역시 서구 월평북로 41(월평동. 남선중학교),본교,160,127.372306,36.3632381,월평2동,0.5510101914405823,1.2136741876602173,9.440628051757812,미운영,1.7957642141473165,7,0
중,공립,서구,대전내동중학교,대전광역시 서구 배재로 263(변동),본교,498,127.370415,36.3323785,변동,0.2577869296073913,7.294496536254883,38.88054275512695,미운영,2.3650464383633065,7,0
중,공립,서구,대전느리울중학교,대전광역시 서구 관저중로64번길 84(관저동),본교,760,127.3395222,36.2973786,관저2동,0.1577429622411728,2.4650275707244877,15.410304069519045,미운영,7.133477713898138,6,0
중,공립,서구,대전도마중학교,대전광역시 서구 도솔2길 22(도마동. 대전도마중학교),본교,174,127.3718715,36.3188315,도마2동,4.446649551391602,5.482917308807373,26.313364028930664,미운영,3.680455395624671,9,0
중,공립,서구,대전도안중학교,대전광역시 서구 원도안로 160(도안동. 대전도안중학교),본교,941,127.3451717,36.3181204,도안동,2.2367331981658936,6.691768646240234,31.61431312561035,미운영,5.027686755770226,2,0
중,공립,서구,대전둔산중학교,대전광역시 서구 갈마역로25번길 70(갈마동) 대전둔산중학교,본교,541,127.372252,36.3533151,갈마1동,0.3922878801822662,4.393767833709717,32.75141143798828,미운영,1.1455421348632853,8,0
중,공립,서구,대전둔원중학교,대전광역시 서구 괴정로11번길 73(갈마동. 둔원중학교),본교,576,127.3765274,36.3425045,갈마2동,3.05526065826416,3.6919913291931152,29.600292205810547,미운영,1.1308315003567802,8,0
중,공립,서구,대전만년중학교,대전광역시 서구 만년남로 17(만년동. 대전만년중학교),본교,250,127.3759751,36.3670425,만년동,0.1092789247632026,1.5350265502929688,24.473966598510746,미운영,1.9981806803355888,6,0
중,공립,서구,대전문정중학교,대전광역시 서구 둔산북로 232-11. 대전문정중학교 (둔산동),본교,1215,127.4008621,36.3549761,둔산3동,0.0467285811901092,1.9520729780197144,21.72420692443848,미운영,1.5533567169236522,4,0
중,공립,서구,대전버드내중학교,대전광역시 서구 유등로 285(도마동),본교,771,127.3832698,36.3167368,도마1동,0.6770902872085571,2.080617904663086,16.594615936279297,미운영,3.7355863115580483,10,0
중,공립,서구,대전변동중학교,대전광역시 서구 도산로181번길 39(변동),본교,284,127.3759137,36.3244764,변동,3.2877185344696045,6.414732933044434,46.15024948120117,미운영,2.9769272936390316,8,0
중,공립,서구,대전봉산중학교,대전광역시 서구 배재로262번길 60(변동. 봉산중학교),본교,137,127.3735491,36.3304754,변동,3.057950019836426,5.615835666656494,33.7825927734375,미운영,2.4186976570853878,7,0
중,공립,서구,대전봉우중학교,대전광역시 서구 관저로 102(관저동. 대전봉우중학교),본교,729,127.3326745,36.2987466,관저2동,4.185131072998047,2.145216226577759,11.467840194702148,미운영,7.380028539956673,5,0
중,공립,서구,대전삼천중학교,대전광역시 서구 문정로 271(둔산동),본교,1108,127.3940265,36.3585826,둔산2동,0.272617906332016,1.302526354789734,9.885457038879396,미운영,1.2467430449955976,5,0
중,공립,서구,대전서중학교,대전광역시 서구 동서대로997번길 57(괴정동. 대전서중학교),본교,161,127.3740189,36.3357952,괴정동,3.219926595687866,5.438927173614502,35.04838943481445,미운영,1.8732149714652018,8,0
중,공립,서구,대전신계중학교,대전광역시 서구 복수동로 40-30(복수동),본교,536,127.377418,36.3019711,복수동,1.1776087284088137,4.988868713378906,37.99490737915039,미운영,5.409251203952701,6,0
중,공립,서구,대전월평중학교,대전광역시 서구 월평동로 21(월평동. 월평중학교),본교,197,127.3678135,36.3565812,월평1동,0.7142665386199951,1.7162498235702517,26.957555770874023,미운영,1.6467003721608877,7,0
중,공립,서구,대전정림중학교,대전광역시 서구 괴곡길 70(괴곡동),본교,138,127.3609965,36.2935839,정림동,0.1757411509752273,10.418105125427246,43.82249450683594,미운영,6.645826169413221,4,0
중,공립,서구,대전탄방중학교,대전광역시 서구 문정로 181(둔산동),본교,1217,127.3943685,36.350383,둔산1동,0.3440082967281341,1.8226354122161863,9.322548866271973,미운영,0.8854763732541943,5,0
중,사립,서구,대전대신중학교,대전광역시 서구 오량1길 98. 대전대신중학교 (복수동. 대전대신중·고등학교),본교,438,127.3810682,36.3092541,복수동,5.716325283050537,10.091483116149902,50.12954330444336,미운영,4.574321380809841,7,0
중,사립,서구,대전삼육중학교,대전광역시 서구 도림1길 15(도마동),본교,163,127.3727877,36.3115181,도마2동,3.3969597816467285,6.080471515655518,35.49541091918945,미운영,4.439071182449395,6,0
중,사립,서구,동방여자중학교,대전광역시 서구 복수중로 27(복수동.동방여자중학교),본교,297,127.3744993,36.3063449,복수동,0.9229719042778016,4.124721527099609,24.62934112548828,미운영,4.968382087556483,7,0
중,공립,유성구,대덕중학교,대전광역시 유성구 대덕대로 515(가정동),본교,529,127.3771598,36.3791884,신성동,0.9059091806411744,9.204305648803713,37.43757629394531,미운영,3.2604426972976723,2,0
중,공립,유성구,대전관평중학교,대전광역시 유성구 테크노4로 132. 대전 관평중학교 (관평동.관평중학교),본교,796,127.3876376,36.4245116,관평동,2.3013486862182617,1.5749648809432983,8.16797161102295,미운영,8.225418322442684,3,0
중,공립,유성구,대전노은중학교,대전광역시 유성구 노은동로 104(노은동. 노은중학교),본교,803,127.3243216,36.369988,노은1동,2.518784046173096,2.551283359527588,24.006763458251957,미운영,5.819768502077898,3,0
중,공립,유성구,대전덕명중학교,대전광역시 유성구 학하중앙로 61. 대전덕명중학교 (덕명동. 대전덕명중학교),본교,494,127.3027397,36.3458099,학하동,0.907078206539154,4.635598182678223,41.75689315795898,미운영,7.354004580821873,0,0
중,공립,유성구,대전동화중학교,대전광역시 유성구 관평2로 43(관평동),본교,660,127.3895368,36.4226468,관평동,1.9511816501617432,1.5981181859970093,9.450234413146973,미운영,8.026476653542327,3,0
중,공립,유성구,대전두리중학교,대전광역시 유성구 와룡로 37(송강동),본교,468,127.3820834,36.428809,구즉동,1.7727142572402954,7.353936195373535,36.25630569458008,미운영,8.699983157708084,3,0
중,공립,유성구,대전둔곡중학교,대전광역시 유성구 과학인재4길 10(둔곡동),본교,79,127.3646634,36.4534382,구즉동,4.273687839508057,9.12816047668457,33.54182052612305,미운영,11.566810431900603,0,0
중,공립,유성구,대전문지중학교,대전광역시 유성구 전민로 53(전민동.  문지중학교),본교,190,127.3990807,36.3968298,전민동,2.503310203552246,7.723923683166504,28.48814010620117,미운영,5.313552179022102,1,0
중,공립,유성구,대전봉명중학교,대전광역시 유성구 계룡로132번길 71(봉명동. 대전봉명중학교),본교,642,127.3446292,36.349652,원신흥동,1.994479060173035,1.4070454835891724,11.042271614074709,미운영,3.5784821615949496,6,0
중,공립,유성구,대전새미래중학교,대전광역시 유성구 지족동로 55(지족동),본교,406,127.3050716,36.3792504,노은3동,0.4895413219928741,8.4519624710083,31.424835205078125,미운영,7.811205344022151,3,0
중,공립,유성구,대전송강중학교,대전광역시 유성구 와룡로 122(송강동. 송강중학교),본교,292,127.3816676,36.4376479,구즉동,1.3937026262283323,6.3006367683410645,39.38802719116211,미운영,9.681051699928908,3,0
중,공립,유성구,대전어은중학교,대전광역시 유성구 농대로 56(어은동.대전어은중학교),본교,505,127.352819,36.3656666,온천2동,0.5544596314430237,5.482563018798828,34.35769271850586,미운영,3.3085769851304843,5,0
중,공립,유성구,대전외삼중학교,대전광역시 유성구 반석동로 75(반석동. 외삼중학교),본교,827,127.3101903,36.3940423,노은3동,2.358351707458496,3.223445415496826,24.29185676574707,미운영,8.238110524017138,2,0
중,공립,유성구,대전원신흥중학교,대전광역시 유성구 동서대로735번길 20(원신흥동),본교,1010,127.3453455,36.3332893,원신흥동,0.5929086208343506,6.099162578582764,43.44169616699219,미운영,3.9934529428532635,4,0
중,공립,유성구,대전자운중학교,대전광역시 유성구 자운로97번길 356(신봉동. 자운중학교),본교,98,127.3382419,36.4118922,신성동,1.3241153955459597,4.4649739265441895,36.26016616821289,미운영,7.983598025730912,0,0
중,공립,유성구,대전장대중학교,대전광역시 유성구 문화원로 26(장대동.대전장대중학교),본교,230,127.3387996,36.3605249,온천2동,0.0692464262247085,1.495113730430603,15.221875190734863,미운영,4.251334745306836,4,0
중,공립,유성구,대전전민중학교,대전광역시 유성구 엑스포로466번길 97(전민동.전민중학교),본교,638,127.4055557,36.4014675,전민동,0.7215439081192017,1.530672907829285,10.40171718597412,미운영,5.971056738601807,2,0
중,공립,유성구,대전지족중학교,대전광역시 유성구 노은동로 193(지족동),본교,520,127.3210215,36.3778461,노은2동,1.904707431793213,5.950159549713135,36.632442474365234,미운영,6.457436368950832,3,0
중,공립,유성구,대전체육중학교,대전광역시 유성구 원신흥로40번길 6(원신흥동. 대전체육중고등학교),본교,135,127.3423687,36.3362651,원신흥동,17.43191909790039,6.967126369476318,36.07804870605469,미운영,4.092881378655529,3,0
중,공립,유성구,대전하기중학교,대전광역시 유성구 송림로48번길 6-30. 대전하기중학교 (하기동. 대전하기중학교),본교,494,127.3223229,36.3858474,노은2동,1.8397506475448608,3.582853317260742,24.030134201049805,미운영,6.824276695829237,4,0
중,공립,유성구,유성중학교,대전광역시 유성구 상대로 33(상대동. 유성중학교),본교,892,127.3347128,36.34583,상대동,1.1057744026184082,3.522066593170166,22.386308670043945,미운영,4.496074209315867,4,0
중,공립,유성구,진잠중학교,대전광역시 유성구 진잠로 60-23(원내동. 진잠중학교),본교,209,127.3184051,36.2969898,진잠동,3.243651866912842,3.581969976425171,24.66642570495605,미운영,8.384065141192096,3,0
중,사립,유성구,성덕중학교,대전광역시 유성구 신성로 19(신성동. 성덕중학교),본교,257,127.3448873,36.3866583,신성동,5.219666481018066,8.27760124206543,39.05202102661133,미운영,5.3668080610436215,0,0
